1,0.702,0.103,0.091,0.083,0.087,0.082
2,20068.293,14731.108,14452.923,14564.052,14815.859,14479.015
3,355.446,740.182,19.286,17.529,16.784,16.762
4,,,,,,
5,11494.459,25342.945,5441.096,5322.358,5271.805,5202.621
6,,,,,,
7,6436.058,2758.858,2823.48,2851.604,2801.004,2561.949
8,1742.111,1624.667,1489.652,1577.987,1506.725,1471.495
9,7832.148,9718.24,8987.601,9159.919,8258.856,7950.994
10,7535.805,7436.322,7207.59,7342.574,7228.555,7392.809
11,,,,,,
12,302.266,270.239,266.517,278.055,274.604,269.13
13,1570.823,1565.874,1500.229,1478.143,1538.713,1533.834
14_1,,,,,,
14_2,,,,,,
15,658.712,637.689,638.294,643.467,631.98,608.339
16,6.34,5.687,5.529,5.335,5.239,5.427
17,30770.119,30509.761,30262.343,31721.563,31266.932,30330.151
18,1586.256,1603.291,1584.404,1605.175,1617.591,1615.473
19,436.045,423.102,425.383,430.828,430.64,420.746
20,481.824,506.534,501.109,500.063,486.807,500.016
21,9513.509,1833.183,1834.644,2048.426,1794.959,1795.277
22,62477.917,52825.786,58231.415,69959.638,65823.002,65147.692
23_1,65210.683,42583.71,42437.049,41671.169,41101.985,41890.725
23_2,42219.383,45408.96,42253.798,41809.959,40941.933,41336.485
24_1,2341.583,956.026,914.155,916.261,921.354,874.857
24_2,936.941,947.665,912.691,927.326,903.37,913.878
25,27175.361,23090.67,24421.085,22350.761,20752.567,20636.104
26,1433.816,1394.423,1394.037,1399.401,1422.755,1395.85
27,2897.856,2745.876,2787.132,2820.836,2804.503,3026.751
28,5444.599,5534.565,5540.213,5490.114,5374.81,5243.365
29,12573.668,12433.75,12617.103,12215.599,12323.1,12305.328
30,244760.187,240343.613,240709.223,263519.535,277163.101,282073.167
31,57525.49,49808.779,47649.196,41211.267,48397.344,45681.353
32,757.893,584.158,574.251,695.959,582.809,583.728
33,1864.944,2197.09,1902.319,1766.339,2992.52,2464.19
