1,6.33,0.435,0.281,0.334,0.281,0.288
2,8213.072,8015.337,7354.861,6913.475,7028.495,7577.016
3,46.562,16.227,15.288,15.463,16.169,15.654
4,,,,,,
5,3590.182,3080.198,3142.01,2928.615,3120.843,3227.849
6,,,,,,
7,2672.575,1649.237,1544.362,1618.088,1502.29,1480.142
8,1020.842,1056.515,1010.062,957.322,1023.492,1060.275
9,4057.725,4194.586,3734.674,4189.226,4172.923,4109.702
10,3717.025,3696.273,3763.703,3935.986,3736.601,3774.417
11,,,,,,
12,192.616,184.608,166.859,178.133,180.872,192.149
13,979.001,960.329,1072.469,899.547,1092.823,1025.338
14_1,61885.247,57266.49,74257.026,69544.327,68500.735,71552.407
14_2,130597.087,129496.993,129327.757,128236.535,126657.722,134890.604
15,440.238,356.487,386.164,392.165,399.816,383.493
16,19.636,6.472,7.465,5.861,6.846,7.723
17,13903.613,13750.798,13399.292,14756.873,14527.227,13599.735
18,982.269,996.104,1023.827,1044.642,910.364,978.173
19,618.539,659.718,683.486,765.938,747.287,647.028
20,307.376,252.06,280.676,296.451,348.819,298.227
21,4974.006,1754.533,1681.461,1767.43,1578.529,1586.33
22,27092.192,28456.338,29809.049,25725.877,28502.466,24039.146
23_1,21623.825,23281.749,25245.032,23884.991,23834.281,24235.023
23_2,23334.76,24909.086,22781.311,23135.854,22892.167,23465.876
24_1,1101.536,683.624,755.473,702.303,690.398,684.125
24_2,709.012,600.786,598.475,615.392,594.22,593.173
25,11113.041,10430.075,9944.035,11405.382,9606.578,9389.296
26,915.138,892.364,895.065,917.272,920.783,880.028
27,1797.612,1747.613,2060.824,2241.909,2146.083,1820.997
28,3227.876,3258.336,3452.839,3389.286,3399.277,3324.691
29,5506.598,5422.459,5423.161,5450.048,6833.051,5986.698
30,68199.069,70934.642,71902.738,73538.869,70604.263,69965.035
31,22670.39,23532.632,21946.122,20610.045,21476.778,20643.631
32,339.878,305.774,281.179,299.754,299.78,292.339
33,1006.422,1002.028,955.358,976.415,961.793,970.11
34,518.983,524.088,505.579,503.797,517.364,496.976
35,1351.769,1357.777,1382.759,1359.471,1369.355,1365.064
36,2443.919,2192.493,2227.2,2197.922,2138.353,2161.344
37,45.865,17.959,17.708,20.513,17.316,16.102
38,5013.737,5320.742,5692.293,5145.922,5458.234,6161.794
39_1,12461.878,11811.273,11737.305,11983.885,11602.183,11501.918
39_2,11447.691,11620.236,11465.964,11932.328,13191.125,12728.297
40,2201.486,301.77,312.762,304.776,306.266,340.219
41,4510.895,4469.381,4535.068,4602.414,4778.421,4719.849
42,693.759,684.054,659.462,685.858,640.231,677.003
43,1317.318,1285.102,1406.712,1348.194,1301.919,1361.717
44,296.274,302.991,283.426,312.456,310.753,315.7
45,295.809,274.119,268.085,281.598,260.329,282.171
46,665.7,694.902,725.967,677.86,644.343,681.616
47,,,,,,
48,1312.731,1273.723,1269.807,1321.65,1381.347,1366.491
49,143.176,116.232,111.501,129.226,122.039,111.258
50,104.392,94.493,86.647,88.888,109.46,92.805
51,6931.847,7072.419,7354.512,7394.563,7437.1,7598.943
52,695.919,650.362,706.431,675.956,717.551,707.919
53,921.591,938.87,915.546,838.958,806.536,866.28
54,1412.802,1394.816,1357.057,1440.589,1457.612,1499.336
55,82.508,73.144,78.254,85.518,80.402,68.837
56,1521.768,1440.988,1432.911,1472.882,1574.294,1587.823
57,,,,,,
58,2180.016,2205.9,2165.138,2161.07,2271.642,2088.959
59,4553.601,4459.956,4643.205,4490.74,4845.396,4509.609
60,4265.795,4248.216,4239.516,4143.909,4227.003,4303.938
61,19.113,16.236,15.378,16.479,15.566,14.442
62,705.03,767.794,682.291,695.297,665.684,657.353
63,778.576,773.541,866.265,925.18,953.603,877.121
64,1373.356,1415.677,1518.915,1345.531,1536.788,1307.696
65,3751.751,3812.308,3891.249,3695.883,3954.317,3905.793
66,761.641,751.175,724.17,711.152,781.688,800.013
67,20266.919,19541.383,19223.046,18258.286,18928.351,19767.462
68,6.308,5.532,6.386,5.481,5.803,5.747
69,953.086,1099.31,964.507,956.422,954.953,1004.436
70,2115.318,2095.3,1965.285,2007.332,2036.678,2106.389
71,954.745,948.283,965.655,955.479,943.874,932.974
72,2236.489,696.849,641.795,631.69,645.087,707.012
73,7.86,9.784,6.059,7.968,6.148,7.634
74,,,,,,
75,5959.981,5825.339,5852.585,5772.523,6137.211,5800.198
76,1087.971,1097.98,1127.595,1229.288,1141.208,1224.435
77,1071.786,1053.086,1003.858,1013.363,1060.679,1050.489
78,45351.77,41230.348,43189.225,40286.7,37876.998,36812.049
79,854.522,907.237,857.172,900.918,881.476,903.006
80,1186.575,1026.548,1080.15,1088.688,1054.602,1044.209
81,,,,,,
82,72.809,50.344,38.147,42.664,45.056,56.544
83,266.015,252.224,260.068,263.952,270.51,260.257
84,119.393,107.126,94.395,112.586,97.46,106.481
85,223.601,205.538,225.944,214.949,207.135,212.739
86,645.297,658.06,631.514,612.559,598.781,529.159
87,6119.292,6141.624,5964.038,6247.075,6095.007,6265.455
88,3685.095,3689.989,3623.684,3647.361,3669.206,3847.164
89,999.895,1020.889,1111.734,1040.857,1013.79,1107.573
90,280.808,340.087,326.086,294.947,315.548,316.015
91,60.324,48.859,54.117,54.533,48.266,49.255
92,167.817,152.112,155.303,157.389,158.25,157.157
93,163.991,156.304,145.183,150.699,146.829,155.783
94,1290.842,1310.054,1395.537,1314.361,1360.977,1418.579
95,232394.196,225909.241,231772.82,251165.205,262548.473,263114.368
96,624.018,600.796,640.335,604.007,590.604,593.31
97,6226.446,6747.772,6726.667,6623.381,6635.434,6346.168
98,619.133,579.685,605.174,597.867,609.391,700.093
99,1232.424,1216.559,1122.264,1423.001,1687.114,1528.854
